id	Gemeindekennziffer	Gemeindename	Ortsname	PLZ	Bezirk	Bundesland	Lat	Lon	Einwohner_2001	KFZ-Kennzeichen	Fläche_km2	Seehöhe
43003197	30301	Waidhofen an der Ybbs	Sankt Leonhard am Wald	3263, 3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	475	WY	131.57	362
43003198	30301	Waidhofen an der Ybbs	Konradsheim	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9500000	14.7166667	656	WY	131.57	362
43003199	30301	Waidhofen an der Ybbs	Kreilhof	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	366	WY	131.57	362
43003200	30301	Waidhofen an der Ybbs	Rien	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	413	WY	131.57	362
43003201	30301	Waidhofen an der Ybbs	Sankt Georgen in der Klaus	3332, 3333, 3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9833333	14.7000000	576	WY	131.57	362
43003202	30301	Waidhofen an der Ybbs	Wirts	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	595	WY	131.57	362
43003203	30301	Waidhofen an der Ybbs	Kronhobl	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	337	WY	131.57	362
43003204	30301	Waidhofen an der Ybbs	Schilchermühle	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	457	WY	131.57	362
43003205	30301	Waidhofen an der Ybbs	Stritzlödt	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	195	WY	131.57	362
43003206	30301	Waidhofen an der Ybbs	Unterzell	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	703	WY	131.57	362
43003207	30301	Waidhofen an der Ybbs	Walcherberg	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	153	WY	131.57	362
43003208	30301	Waidhofen an der Ybbs	Zell an der Ybbs	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9500000	14.7833333	967	WY	131.57	362
43003209	30301	Waidhofen an der Ybbs	Zell-Arzberg	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	1210	WY	131.57	362
43003210	30401	Wiener Neustadt	Wiener Neustadt	2700, 2751, 2752	Wiener Neustadt (Stadt)	Niederösterreich	47.8000000	16.2500000	37627	WN	60.97	265
43003211	30501	Allhartsberg	Allhartsberg	3331	Amstetten	Niederösterreich	48.0166667	14.7833333	597	AM	21.34	395
43003212	30501	Allhartsberg	Angerholz	3331	Amstetten	Niederösterreich	48.0166667	14.7833333	369	AM	21.34	395
43003213	30501	Allhartsberg	Kühberg	3340, 3363, 3364	Amstetten	Niederösterreich	48.0166667	14.7833333	269	AM	21.34	395
43003214	30501	Allhartsberg	Maierhofen	3331	Amstetten	Niederösterreich	48.0166667	14.8000000	217	AM	21.34	395
43003215	30501	Allhartsberg	Kröllendorf	3363	Amstetten	Niederösterreich	48.0333333	14.7833333	200	AM	21.34	395
43003216	30501	Allhartsberg	Wallmersdorf	3363	Amstetten	Niederösterreich	48.0500000	14.8000000	106	AM	21.34	395
43003217	30502	Amstetten	Amstetten	3300	Amstetten	Niederösterreich	48.1166667	14.8666667	13878	AM	52.17	281
43003218	30502	Amstetten	Schönbichl	3300	Amstetten	Niederösterreich	48.1000000	14.9000000	397	AM	52.17	281
43003219	30502	Amstetten	Greinsfurth	3300	Amstetten	Niederösterreich	48.1166667	14.8500000	1014	AM	52.17	281
43003220	30502	Amstetten	Mauer bei Amstetten	3300, 3362	Amstetten	Niederösterreich	48.1000000	14.8000000	2086	AM	52.17	281
43003221	30502	Amstetten	Neufurth	3363	Amstetten	Niederösterreich	48.1166667	14.8666667	1594	AM	52.17	281
43003222	30502	Amstetten	Edla	3300	Amstetten	Niederösterreich	48.0833333	14.9833333	461	AM	52.17	281
43003223	30502	Amstetten	Preinsbach	3300	Amstetten	Niederösterreich	48.1333333	14.9000000	513	AM	52.17	281
43003224	30502	Amstetten	Hausmening	3363	Amstetten	Niederösterreich	48.1166667	14.8666667	1812	AM	52.17	281
43003225	30502	Amstetten	Ulmerfeld	3363	Amstetten	Niederösterreich	48.0666667	14.8166667	840	AM	52.17	281
43003226	30503	Ardagger	Ardagger Markt	3321	Amstetten	Niederösterreich	48.1666667	14.8166667	515	AM	47.20	274
43003227	30503	Ardagger	Ardagger Stift	3300, 3321, 3322	Amstetten	Niederösterreich	48.1500000	14.8333333	1002	AM	47.20	274
43003228	30503	Ardagger	Kollmitzberg	3321, 3322, 3323	Amstetten	Niederösterreich	48.1666667	14.8500000	778	AM	47.20	274
43003229	30503	Ardagger	Stephanshart	3300, 3321	Amstetten	Niederösterreich	48.1500000	14.8166667	991	AM	47.20	274
43003230	30504	Aschbach-Markt	Abetzberg	3361, 3362	Amstetten	Niederösterreich	48.0833333	14.7666667	260	AM	37.21	310
43003231	30504	Aschbach-Markt	Aschbach-Dorf	3312, 3361	Amstetten	Niederösterreich	48.0666667	14.7500000	404	AM	37.21	310
43003232	30504	Aschbach-Markt	Aschbach-Markt	3361	Amstetten	Niederösterreich	48.0666667	14.7500000	1470	AM	37.21	310
43003233	30504	Aschbach-Markt	Krenstetten	3361	Amstetten	Niederösterreich	48.0500000	14.7000000	434	AM	37.21	310
43003234	30504	Aschbach-Markt	Mitterhausleiten	3312, 3354, 3361	Amstetten	Niederösterreich	48.0666667	14.7500000	647	AM	37.21	310
43003235	30504	Aschbach-Markt	Oberaschbach	3312, 3361	Amstetten	Niederösterreich	48.0833333	14.7166667	348	AM	37.21	310
43003236	30506	Behamberg	Badhof	4441	Amstetten	Niederösterreich	48.0166667	14.4833333	324	AM	20.33	519
43003237	30506	Behamberg	Penz	4441	Amstetten	Niederösterreich	48.0333333	14.4833333	1646	AM	20.33	519
43003238	30506	Behamberg	Ramingdorf	4431	Amstetten	Niederösterreich	48.0666667	14.4500000	427	AM	20.33	519
43003239	30506	Behamberg	Wanzenöd	4441	Amstetten	Niederösterreich	48.0166667	14.4833333	754	AM	20.33	519
43003240	30507	Biberbach	Biberbach	3331, 3332, 3333, 3353, 3361	Amstetten	Niederösterreich	48.0166667	14.7000000	2101	AM	28.41	355
43003241	30508	Ennsdorf	Ennsdorf	4482	Amstetten	Niederösterreich	48.2000000	14.4833333	2362	AM	7.69	250
43003242	30509	Ernsthofen	Aigenfließen	4300, 4432	Amstetten	Niederösterreich	48.1333333	14.4833333	562	AM	17.81	284
43003243	30509	Ernsthofen	Rubring	4300, 4432	Amstetten	Niederösterreich	48.1666667	14.4833333	1543	AM	17.81	284
43003244	30510	Ertl	Ertl	3340, 3352, 4443	Amstetten	Niederösterreich	47.9667	14.650000	1243	AM	21.13	440
43003245	30511	Euratsfeld	Aigen	3324	Amstetten	Niederösterreich	47.9000000	16.1333333	326	AM	30.67	308
43003246	30511	Euratsfeld	Euratsfeld	3324	Amstetten	Niederösterreich	48.0666667	14.9166667	1699	AM	30.67	308
43003247	30511	Euratsfeld	Gafring	3324	Amstetten	Niederösterreich	48.0666667	14.9166667	294	AM	30.67	308
43003248	30512	Ferschnitz	Ferschnitz	3325, 3372	Amstetten	Niederösterreich	48.0833333	15.0000000	860	AM	15.54	276
43003249	30512	Ferschnitz	Innerochsenbach	3325	Amstetten	Niederösterreich	48.1000000	15.0000000	242	AM	15.54	276
43003250	30512	Ferschnitz	Segenbaum	3325	Amstetten	Niederösterreich	48.0833333	15.0000000	221	AM	15.54	276
43003251	30512	Ferschnitz	Truckenstetten	3325	Amstetten	Niederösterreich	48.1166667	15.0000000	278	AM	15.54	276
43003252	30514	Haag	Edelhof	3350	Amstetten	Niederösterreich	48.6000000	15.2333333	675	AM	54.81	346
43003253	30514	Haag	Gstetten	3350	Amstetten	Niederösterreich	48.0666667	15.2333333	216	AM	54.81	346
43003254	30514	Haag	Haag	3350	Amstetten	Niederösterreich	48.0333333	14.8000000	2350	AM	54.81	346
43003255	30514	Haag	Heimberg	3350	Amstetten	Niederösterreich	48.1166667	14.6333333	142	AM	54.81	346
43003256	30514	Haag	Holzleiten	3350	Amstetten	Niederösterreich	48.1000000	14.6000000	398	AM	54.81	346
43003257	30514	Haag	Knillhof	3350	Amstetten	Niederösterreich	48.0333333	14.8000000	198	AM	54.81	346
43003258	30514	Haag	Krottendorf	3350	Amstetten	Niederösterreich	48.1166667	14.7666667	219	AM	54.81	346
43003259	30514	Haag	Porstenberg	3350	Amstetten	Niederösterreich	48.0833333	14.5333333	155	AM	54.81	346
43003260	30514	Haag	Radhof	3350	Amstetten	Niederösterreich	48.0333333	14.8000000	122	AM	54.81	346
43003261	30514	Haag	Reichhub	3350	Amstetten	Niederösterreich	48.0333333	14.8000000	218	AM	54.81	346
43003262	30514	Haag	Salaberg	3350	Amstetten	Niederösterreich	48.1000000	14.5666667	300	AM	54.81	346
43003263	30514	Haag	Schudutz	3350	Amstetten	Niederösterreich	48.0333333	14.8000000	177	AM	54.81	346
43003264	30515	Haidershofen	Brunnhof	3350, 4431, 4432	Amstetten	Niederösterreich	48.0666667	14.4500000	338	AM	32.01	285
43003265	30515	Haidershofen	Dorf an der Enns	4431	Amstetten	Niederösterreich	48.0833333	14.4666667	817	AM	32.01	285
43003266	30515	Haidershofen	Haidershofen	4431	Amstetten	Niederösterreich	48.0666667	14.4500000	1023	AM	32.01	285
43003267	30515	Haidershofen	Sträußl	3351, 4441	Amstetten	Niederösterreich	48.0666667	14.4500000	291	AM	32.01	285
43003268	30515	Haidershofen	Tröstlberg	3351, 4431, 4441	Amstetten	Niederösterreich	48.0666667	14.5000000	441	AM	32.01	285
43003269	30515	Haidershofen	Vestenthal	4431	Amstetten	Niederösterreich	48.0666667	14.4500000	526	AM	32.01	285
43003270	30516	Hollenstein an der Ybbs	Berg	3343	Amstetten	Niederösterreich	48.1000000	17.0333333	66	AM	126.42	485
43003271	30516	Hollenstein an der Ybbs	Dornleiten	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	344	AM	126.42	485
43003272	30516	Hollenstein an der Ybbs	Garnberg	3343	Amstetten	Niederösterreich	47.8666667	14.7833333	15	AM	126.42	485
43003273	30516	Hollenstein an der Ybbs	Grießau	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	0	AM	126.42	485
43003274	30516	Hollenstein an der Ybbs	Hohenlehen	3343	Amstetten	Niederösterreich	47.8333333	14.7666667	37	AM	126.42	485
43003275	30516	Hollenstein an der Ybbs	Hollenstein an der Ybbs	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	665	AM	126.42	485
43003276	30516	Hollenstein an der Ybbs	Krenngraben	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	168	AM	126.42	485
43003277	30516	Hollenstein an der Ybbs	Oberkirchen	3343	Amstetten	Niederösterreich	48.6000000	14.9166667	47	AM	126.42	485
43003278	30516	Hollenstein an der Ybbs	Oisberg	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	46	AM	126.42	485
43003279	30516	Hollenstein an der Ybbs	Sattel	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	57	AM	126.42	485
43003280	30516	Hollenstein an der Ybbs	Thalbauer	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	46	AM	126.42	485
43003281	30516	Hollenstein an der Ybbs	Thomasberg	3343	Amstetten	Niederösterreich	47.5666667	16.1333333	70	AM	126.42	485
43003282	30516	Hollenstein an der Ybbs	Walcherbauer	3343	Amstetten	Niederösterreich	47.8000000	14.7666667	238	AM	126.42	485
43003283	30516	Hollenstein an der Ybbs	Wenten	3343	Amstetten	Niederösterreich	47.7666667	14.7666667	100	AM	126.42	485
43003284	30517	Kematen an der Ybbs	Kematen	3331, 3361	Amstetten	Niederösterreich	48.0333333	14.7500000	2462	AM	11.06	330
43003285	30520	Neuhofen an der Ybbs	Amesleithen	3364	Amstetten	Niederösterreich	48.0500000	14.8500000	348	AM	36.38	319
43003286	30520	Neuhofen an der Ybbs	Kornberg	3364	Amstetten	Niederösterreich	48.0500000	14.8666667	326	AM	36.38	319
43003287	30520	Neuhofen an der Ybbs	Neuhofen an der Ybbs	3364	Amstetten	Niederösterreich	48.0500000	14.8500000	774	AM	36.38	319
43003288	30520	Neuhofen an der Ybbs	Perbersdorf	3364	Amstetten	Niederösterreich	48.0666667	14.8666667	243	AM	36.38	319
43003289	30520	Neuhofen an der Ybbs	Scherbling	3363, 3364	Amstetten	Niederösterreich	48.0500000	14.8500000	285	AM	36.38	319
43003290	30520	Neuhofen an der Ybbs	Schindau	3363, 3364	Amstetten	Niederösterreich	48.0500000	14.8500000	403	AM	36.38	319
43003291	30520	Neuhofen an der Ybbs	Toberstetten	3363, 3364	Amstetten	Niederösterreich	48.0500000	14.8500000	155	AM	36.38	319
43003292	30521	Neustadtl an der Donau	Berghof	3323	Amstetten	Niederösterreich	48.2000000	14.9500000	220	AM	47.92	509
43003293	30521	Neustadtl an der Donau	Freyenstein	3323	Amstetten	Niederösterreich	48.1833333	14.9166667	117	AM	47.92	509
43003294	30521	Neustadtl an der Donau	Hößgang	3323	Amstetten	Niederösterreich	48.2333333	14.8833333	163	AM	47.92	509
43003295	30521	Neustadtl an der Donau	Kleinwolfstein	3372	Amstetten	Niederösterreich	48.1833333	14.9166667	326	AM	47.92	509
43003296	30521	Neustadtl an der Donau	Nabegg	3323	Amstetten	Niederösterreich	48.2166667	14.9166667	281	AM	47.92	509
43003297	30521	Neustadtl an der Donau	Neustadtl-Markt	3323	Amstetten	Niederösterreich	48.1833333	14.9166667	417	AM	47.92	509
43003298	30521	Neustadtl an der Donau	Neustadtl-Umgebung	3323	Amstetten	Niederösterreich	48.1833333	14.9166667	189	AM	47.92	509
43003299	30521	Neustadtl an der Donau	Schaltberg	3323	Amstetten	Niederösterreich	48.1833333	14.9166667	160	AM	47.92	509
43003300	30521	Neustadtl an der Donau	Windpassing	3323	Amstetten	Niederösterreich	48.1500000	15.6333333	44	AM	47.92	509
43003301	30522	Oed-Oehling	Oed	3312	Amstetten	Niederösterreich	47.8666667	16.0166667	581	AM	10.62	309
43003302	30522	Oed-Oehling	Öhling	3312, 3361, 3362	Amstetten	Niederösterreich	48.1000000	14.8000000	902	AM	10.62	309
43003303	30524	Opponitz	Graben	3342	Amstetten	Niederösterreich	47.8500000	14.7333333	69	AM	39.67	422
43003304	30524	Opponitz	Gstadt	3342	Amstetten	Niederösterreich	47.8666667	14.8000000	61	AM	39.67	422
43003305	30524	Opponitz	Ofenberg	3342	Amstetten	Niederösterreich	47.8666667	14.8166667	34	AM	39.67	422
43003306	30524	Opponitz	Opponitz	3342	Amstetten	Niederösterreich	47.8666667	14.8166667	530	AM	39.67	422
43003307	30524	Opponitz	Schwarzenbach	3341, 3342	Amstetten	Niederösterreich	47.6333333	16.3500000	78	AM	39.67	422
43003308	30524	Opponitz	Strubb	3342	Amstetten	Niederösterreich	47.8666667	14.8166667	50	AM	39.67	422
43003309	30524	Opponitz	Thann	3342	Amstetten	Niederösterreich	47.6666667	16.1000000	135	AM	39.67	422
43003310	30526	Sankt Georgen am Reith	Hochau	3344	Amstetten	Niederösterreich	47.8333333	14.8666667	39	AM	40.07	522
43003311	30526	Sankt Georgen am Reith	Königsbergau	3344	Amstetten	Niederösterreich	47.8333333	14.8666667	100	AM	40.07	522
43003312	30526	Sankt Georgen am Reith	Kogelsbach	3344	Amstetten	Niederösterreich	47.8333333	14.9166667	228	AM	40.07	522
43003313	30526	Sankt Georgen am Reith	Sankt Georgen am Reith	3344	Amstetten	Niederösterreich	47.8333333	14.8666667	222	AM	40.07	522
43003314	30527	Sankt Georgen am Ybbsfelde	Hart	3300	Amstetten	Niederösterreich	47.6666667	16.2000000	891	AM	22.88	272
43003315	30527	Sankt Georgen am Ybbsfelde	Hermannsdorf	3372	Amstetten	Niederösterreich	48.1333333	14.9500000	281	AM	22.88	272
43003316	30527	Sankt Georgen am Ybbsfelde	Krahof	3372	Amstetten	Niederösterreich	48.1500000	14.9666667	375	AM	22.88	272
43003317	30527	Sankt Georgen am Ybbsfelde	Leutzmannsdorf	3372	Amstetten	Niederösterreich	48.1166667	14.9500000	269	AM	22.88	272
43003318	30527	Sankt Georgen am Ybbsfelde	Matzendorf	3300	Amstetten	Niederösterreich	47.8833333	16.2166667	162	AM	22.88	272
43003319	30527	Sankt Georgen am Ybbsfelde	Sankt Georgen am Ybbsfelde	3300, 3372	Amstetten	Niederösterreich	48.1333333	14.9500000	1084	AM	22.88	272
43003320	30529	Sankt Pantaleon-Erla	Erla	4300	Amstetten	Niederösterreich	48.2000000	14.5666667	807	AM	28.32	242
43003321	30529	Sankt Pantaleon-Erla	Sankt Pantaleon	4303, 4482	Amstetten	Niederösterreich	48.2000000	14.5666667	1658	AM	28.32	242
43003322	30530	Sankt Peter in der Au	Hohenreith	3352, 4443	Amstetten	Niederösterreich	48.0500000	14.6166667	204	AM	59.88	350
43003323	30530	Sankt Peter in der Au	Kürnberg	3352, 4442	Amstetten	Niederösterreich	48.0000000	14.5333333	791	AM	59.88	350
43003324	30530	Sankt Peter in der Au	Sankt Johann in Engstetten	3350, 3352	Amstetten	Niederösterreich	48.0666667	14.6000000	516	AM	59.88	350
43003325	30530	Sankt Peter in der Au	Sankt Michael am Bruckbach	3352	Amstetten	Niederösterreich	48.0166667	14.6000000	739	AM	59.88	350
43003326	30530	Sankt Peter in der Au	Sankt Peter in der Au-Dorf	3351, 3352	Amstetten	Niederösterreich	48.0500000	14.6166667	783	AM	59.88	350
43003327	30530	Sankt Peter in der Au	Sankt Peter in der Au-Markt	3352	Amstetten	Niederösterreich	48.0500000	14.6166667	1803	AM	59.88	350
43003328	30531	Sankt Valentin	Altenhofen	4300	Amstetten	Niederösterreich	48.1666667	14.5500000	504	AM	45.58	268
43003329	30531	Sankt Valentin	Endholz	4300	Amstetten	Niederösterreich	48.1666667	14.5166667	173	AM	45.58	268
43003330	30531	Sankt Valentin	Hofkirchen	3350, 4300	Amstetten	Niederösterreich	48.1500000	14.5166667	241	AM	45.58	268
43003331	30531	Sankt Valentin	Rems	4300	Amstetten	Niederösterreich	48.2000000	14.5166667	359	AM	45.58	268
43003332	30531	Sankt Valentin	Sankt Valentin	4300	Amstetten	Niederösterreich	48.1666667	14.5166667	2997	AM	45.58	268
43003333	30531	Sankt Valentin	Thurnsdorf	4300, 4482	Amstetten	Niederösterreich	48.1833333	14.5000000	4709	AM	45.58	268
43003334	30532	Seitenstetten	Seitenstetten Dorf	3340, 3352, 3353	Amstetten	Niederösterreich	48.0333333	14.6500000	1576	AM	30.46	349
43003335	30532	Seitenstetten	Seitenstetten Markt	3353	Amstetten	Niederösterreich	48.0333333	14.6500000	1555	AM	30.46	349
43003336	30533	Sonntagberg	Rotte Baichberg	3331, 3332	Amstetten	Niederösterreich	47.9833333	14.7500000	393	AM	18.43	340
43003337	30533	Sonntagberg	Böhlerwerk	3333	Amstetten	Niederösterreich	47.9833333	14.7500000	1246	AM	18.43	340
43003338	30533	Sonntagberg	Rotte Doppel	3331, 3332, 3340	Amstetten	Niederösterreich	47.9833333	14.7500000	78	AM	18.43	340
43003339	30533	Sonntagberg	Rotte Gleiß	3331, 3332	Amstetten	Niederösterreich	47.9833333	14.7500000	1479	AM	18.43	340
43003340	30533	Sonntagberg	Rotte Nöchling	3332	Amstetten	Niederösterreich	47.9833333	14.7500000	363	AM	18.43	340
43003341	30533	Sonntagberg	Rotte Wühr	3332, 3333	Amstetten	Niederösterreich	47.9833333	14.7500000	719	AM	18.43	340
43003342	30534	Strengberg	Au	3314	Amstetten	Niederösterreich	48.0000000	14.7333333	225	AM	37.12	358
43003343	30534	Strengberg	Limbach	3314	Amstetten	Niederösterreich	48.6833333	15.1000000	433	AM	37.12	358
43003344	30534	Strengberg	Ottendorf	3314, 3354	Amstetten	Niederösterreich	48.5000000	16.2500000	221	AM	37.12	358
43003345	30534	Strengberg	Ramsau	3314	Amstetten	Niederösterreich	48.0000000	15.8000000	367	AM	37.12	358
43003346	30534	Strengberg	Strengberg	3314	Amstetten	Niederösterreich	47.9333333	15.9500000	607	AM	37.12	358
43003347	30534	Strengberg	Thürnbuch	3314	Amstetten	Niederösterreich	48.1500000	14.6166667	220	AM	37.12	358
43003348	30536	Viehdorf	Hainstetten	3322	Amstetten	Niederösterreich	48.1666667	14.9166667	273	AM	15.89	359
43003349	30536	Viehdorf	Seisenegg	3300, 3322	Amstetten	Niederösterreich	48.1333333	14.9166667	327	AM	15.89	359
43003350	30536	Viehdorf	Viehdorf	3322	Amstetten	Niederösterreich	48.1500000	14.5000000	564	AM	15.89	359
43003351	30538	Wallsee-Sindelburg	Igelschwang	3312, 3313	Amstetten	Niederösterreich	48.1500000	14.7000000	316	AM	25.94	275
43003352	30538	Wallsee-Sindelburg	Ried	3312, 3313	Amstetten	Niederösterreich	48.1500000	14.7333333	442	AM	25.94	275
43003353	30538	Wallsee-Sindelburg	Schweinberg	3312, 3313	Amstetten	Niederösterreich	48.1500000	14.7333333	214	AM	25.94	275
43003354	30538	Wallsee-Sindelburg	Wallsee	3313	Amstetten	Niederösterreich	48.1666667	14.7166667	1077	AM	25.94	275
43003355	30539	Weistrach	Grub	3351, 3352	Amstetten	Niederösterreich	48.0333333	14.8666667	300	AM	35.79	350
43003356	30539	Weistrach	Hartlmühl	3351, 3352	Amstetten	Niederösterreich	48.0500000	14.5833333	322	AM	35.79	350
43003357	30539	Weistrach	Holzschachen	3351	Amstetten	Niederösterreich	48.0500000	14.5833333	271	AM	35.79	350
43003358	30539	Weistrach	Rohrbach	3351	Amstetten	Niederösterreich	48.0000000	16.1000000	280	AM	35.79	350
43003359	30539	Weistrach	Schwaig	3351, 3352	Amstetten	Niederösterreich	48.0500000	14.5833333	155	AM	35.79	350
43003360	30539	Weistrach	Weistrach	3351	Amstetten	Niederösterreich	48.0500000	14.5833333	869	AM	35.79	350
43003361	30541	Winklarn	Haag Dorf	3300	Amstetten	Niederösterreich	48.0833333	14.8333333	353	AM	12.59	291
43003362	30541	Winklarn	Winklarn	3300	Amstetten	Niederösterreich	48.0833333	14.8333333	1083	AM	12.59	291
43003363	30542	Wolfsbach	Bubendorf	3352, 3354	Amstetten	Niederösterreich	48.0500000	14.6500000	765	AM	30.95	384
43003364	30542	Wolfsbach	Meilersdorf	3314, 3354	Amstetten	Niederösterreich	48.1000000	14.6500000	514	AM	30.95	384
43003365	30542	Wolfsbach	Wolfsbach	3354	Amstetten	Niederösterreich	48.0666667	14.6666667	530	AM	30.95	384
43003366	30543	Ybbsitz	Großprolling	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	215	AM	104.19	414
43003367	30543	Ybbsitz	Haselgraben	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	251	AM	104.19	414
43003368	30543	Ybbsitz	Hubberg	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	130	AM	104.19	414
43003369	30543	Ybbsitz	Kleinprolling	3341	Amstetten	Niederösterreich	47.9166667	14.9000000	76	AM	104.19	414
43003370	30543	Ybbsitz	Knieberg	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	224	AM	104.19	414
43003371	30543	Ybbsitz	Maisberg	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	282	AM	104.19	414
43003372	30543	Ybbsitz	Prochenberg	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	150	AM	104.19	414
43003373	30543	Ybbsitz	Schwarzenberg	3341	Amstetten	Niederösterreich	47.5666667	16.3166667	286	AM	104.19	414
43003374	30543	Ybbsitz	Schwarzois	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	133	AM	104.19	414
43003375	30543	Ybbsitz	Ybbsitz	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	1939	AM	104.19	414
43003376	30543	Ybbsitz	Zogelsgraben	3341	Amstetten	Niederösterreich	47.9333333	14.8833333	104	AM	104.19	414
43003377	30544	Zeillern	Zeillern	3300, 3311, 3312, 3313, 3362	Amstetten	Niederösterreich	48.1166667	14.8000000	1650	AM	21.48	290
